id,version,alertaAutorizacao,alertaForaDeRota,alertaInspecao,alertaPanico,alertaSemPontosCarregados,alertaTempoParado,alertaVelocidade,audioMudo,bateriaConectada,codigoLinha,codigoLinhaPlan,codigoRetorno,codigoTeclaTd,dentroRota,difGeracaoProc,difPontos,direcao,distanciaPonto,emPonto,entradaPonto,evAbriuViagem,evChegada,evFechouViagem,evPartida,evPassagemPonto,gprsOnline,gpsValido,hodometro,idPontoAprox,idRota,ignicaoLigada,latitude,linhaValidador,longitude,numSequenciaModulo,placaVeiculo,pontoAnterior,pontoGaragem,prefixoVeiculo,qtdPassageirosValidador,qtdSatelitesGPS,saidaPonto,sensorPortaEntradaAberta,sensorPortaSaidaAberta,sentido,sentidoValidador,seqPonto,seqPontoAprox,seqUltimoPonto,seqViagem,serialModulo,serialValidador,sinalGSM,statusVeiculo,tdConectado,temperatura,tensao,timestampModulo,timestampProc,timestampValidador,validadorConectado,velocidade,velocidadeMedia,viagemAberta
5367575828496384,1,false,false,false,false,false,false,false,,false,,,16,0,false,61,,0,,false,false,false,false,false,false,false,true,true,0,,5727366381830144,true,0.0,901,0.0,205701929,FKR0318,,false,7528,0,3,false,false,false,,ida,,,,0,42979,1431655766,0,SEM_LINHA,false,0.0,0.0,2016-10-02 00:00:04 +00:00,2016-10-02 00:01:05 +00:00,2016-10-02 00:00:04 +00:00,true,0,,false
6704153880428544,1,false,false,false,false,false,false,false,,false,,,16,0,false,51,,0,,false,false,false,false,false,false,false,true,true,0,,5727366381830144,true,0.0,901,0.0,205703828,FKR0318,,false,7528,0,3,false,false,false,,ida,,,,0,42979,1431655766,0,SEM_LINHA,false,0.0,0.0,2016-10-02 00:02:07 +00:00,2016-10-02 00:02:58 +00:00,2016-10-02 00:02:07 +00:00,true,0,,false
6341271825154048,1,false,false,false,false,false,false,false,,false,,,16,0,false,27,,0,,false,false,false,false,false,false,false,true,true,0,,5727366381830144,true,0.0,901,0.0,205705871,FKR0318,,false,7528,0,3,false,false,false,,ida,,,,0,42979,1431655766,0,SEM_LINHA,false,0.0,0.0,2016-10-02 00:04:39 +00:00,2016-10-02 00:05:06 +00:00,2016-10-02 00:04:39 +00:00,true,0,,false
6409715417350144,1,false,false,false,false,false,false,false,,false,,,16,0,false,72,,0,,false,false,false,false,false,false,false,true,true,0,,5727366381830144,true,0.0,901,0.0,205707643,FKR0318,,false,7528,0,3,false,false,false,,ida,,,,0,42979,1431655766,0,SEM_LINHA,false,0.0,0.0,2016-10-02 00:06:41 +00:00,2016-10-02 00:07:53 +00:00,2016-10-02 00:06:41 +00:00,true,0,,false
5115963960721408,1,false,false,false,false,false,false,false,,false,,,16,0,false,19,,0,,false,false,false,false,false,false,false,true,true,0,,5727366381830144,true,0.0,901,0.0,205709378,FKR0318,,false,7528,0,3,false,false,false,,ida,,,,0,42979,1431655766,0,SEM_LINHA,false,0.0,0.0,2016-10-02 00:08:44 +00:00,2016-10-02 00:09:03 +00:00,2016-10-02 00:08:44 +00:00,true,0,,false
5601219365044224,1,false,false,false,false,false,false,false,,false,,,16,0,false,62,,0,,false,false,false,false,false,false,false,true,true,0,,5727366381830144,true,0.0,901,0.0,205711283,FKR0318,,false,7528,0,3,false,false,false,,ida,,,,0,42979,1431655766,0,SEM_LINHA,false,0.0,0.0,2016-10-02 00:10:46 +00:00,2016-10-02 00:11:48 +00:00,2016-10-02 00:10:46 +00:00,true,0,,false
5047972548050944,1,false,false,false,false,false,false,false,,false,,,16,0,false,74,,0,,false,false,false,false,false,false,false,true,true,0,,5727366381830144,true,0.0,901,0.0,205713136,FKR0318,,false,7528,0,3,false,false,false,,ida,,,,0,42979,1431655766,0,SEM_LINHA,false,0.0,0.0,2016-10-02 00:12:48 +00:00,2016-10-02 00:14:02 +00:00,2016-10-02 00:12:48 +00:00,true,0,,false
5691812908892160,1,false,false,false,false,false,false,false,,false,,,16,0,false,34,,0,,false,false,false,false,false,false,false,true,true,0,,5727366381830144,true,0.0,901,0.0,205715581,FKR0318,,false,7528,0,3,false,false,false,,ida,,,,0,42979,1431655766,0,SEM_LINHA,false,0.0,0.0,2016-10-02 00:15:51 +00:00,2016-10-02 00:16:25 +00:00,2016-10-02 00:15:51 +00:00,true,0,,false
4618809819267072,1,false,false,false,false,false,false,false,,false,,,16,0,false,123,,0,,false,false,false,false,false,false,false,true,true,0,,5727366381830144,true,0.0,901,0.0,205717390,FKR0318,,false,7528,0,3,false,false,false,,ida,,,,0,42979,1431655766,0,SEM_LINHA,false,0.0,0.0,2016-10-02 00:17:53 +00:00,2016-10-02 00:19:56 +00:00,2016-10-02 00:17:53 +00:00,true,0,,false
5021510180798464,1,false,false,false,false,false,false,false,,false,,,16,0,false,121,,0,,false,false,false,false,false,false,false,true,true,0,,5727366381830144,true,0.0,901,0.0,205719208,FKR0318,,false,7528,0,3,false,false,false,,ida,,,,0,42979,1431655766,0,SEM_LINHA,false,0.0,0.0,2016-10-02 00:19:55 +00:00,2016-10-02 00:21:56 +00:00,2016-10-02 00:19:55 +00:00,true,0,,false
