-23.95944, -46.33818
-23.95687, -46.33786
-23.949068, -46.336944
-23.94526, -46.33535
-23.94468, -46.33003
-23.94432, -46.32763
-23.93602, -46.33285
-23.93486, -46.33476
-23.96722, -46.37832
-23.96655, -46.38675
-23.96704, -46.38692
-23.97189, -46.39659
-23.97128, -46.39883
-23.96939, -46.40094
-23.96835, -46.40206
-23.96759, -46.40247
-23.97485, -46.40184
-23.98048, -46.40128
-23.99594, -46.40896
-23.99538, -46.40772
-23.99136, -46.40301
-23.98698, -46.40059
-23.96923, -46.3748
-23.96983, -46.37332
-23.97137, -46.36899
-23.9698, -46.36438
-23.9687, -46.35602
-23.96834, -46.35243
-23.96811, -46.35101
-23.96795, -46.34881
-23.96788, -46.34804
-23.96782, -46.34693
-23.96813, -46.34104
-23.96837, -46.339
-23.96889, -46.33606
-23.96933, -46.33419
-23.96702, -46.33267
-23.96322, -46.33231
-23.96203, -46.3322
-23.96101, -46.33205
-23.96098, -46.33837
-23.96073, -46.33832
#
