6,-23.916213844752505,-46.284612890847285
8,-23.93292030214375,-46.33476543480565
11,-23.932930360513826,-46.33468123065576
2,-23.93317484992925,-46.333889385866044
13,-23.93347884248542,-46.33288956174337
5,-23.93356510083305,-46.33261291990565
4,-23.93359583571129,-46.33253620089863
7,-23.93375967436849,-46.331918515081625
1,-23.9337725351364,-46.33196265534299
3,-23.93410226919233,-46.33074768944877
1,-23.934191549853164,-46.33033450382296
1,-23.93435757091082,-46.32952403420653
38,-23.93439273563753,-46.33544068148796
7,-23.934485226284654,-46.33163873865266
5,-23.934526974648083,-46.32865515130723
7,-23.934602843634714,-46.32826565361001
2,-23.934642242538217,-46.328059618381026
22,-23.934678997740708,-46.32788163978734
30,-23.934738185262578,-46.33435545066544
6,-23.934995660101194,-46.326360736898
5,-23.93508401560426,-46.3258993861751
4,-23.935217158595776,-46.32522526536224
14,-23.935243370136746,-46.324990763994734
2,-23.935490516733495,-46.33423146810223
2,-23.935669795695766,-46.334245331856096
12,-23.935695149995638,-46.32439843032871
6,-23.93598482028311,-46.33380364637242
18,-23.936029191007776,-46.333098622062906
6,-23.937153540945967,-46.33277428795356
14,-23.937677684477045,-46.32488689095526
23,-23.937692408637467,-46.324828786443284
6,-23.937814007685425,-46.324592571326136
8,-23.93799867539762,-46.32460734224631
3,-23.939343291886736,-46.32470713679728
11,-23.940208498436874,-46.32477697051743
1,-23.940305970959017,-46.324808338463825
5,-23.94038426960575,-46.32481169849032
1,-23.94073892302398,-46.33478792570496
32,-23.94211205434549,-46.33492569522399
10,-23.94242071082131,-46.324966973469834
1,-23.94270811623698,-46.324985572350585
7,-23.943062039034558,-46.32502432135493
1,-23.943895304446066,-46.3350783642828
22,-23.944235790262013,-46.32944723652322
5,-23.94434918465798,-46.328401128938594
19,-23.944395953408634,-46.32772191386164
36,-23.944404425448713,-46.3265324193703
3,-23.944575182127668,-46.32944981820464
27,-23.944576819791678,-46.32992517463529
10,-23.944619294246902,-46.32592173890602
5,-23.944673633584095,-46.33530828693532
24,-23.944774051745057,-46.32511854776473
28,-23.945150772935108,-46.33543349547172
6,-23.945386895994318,-46.335154222160824
68,-23.94558425633751,-46.33003656431143
8,-23.94632648264265,-46.3357976081563
7,-23.947163019808187,-46.33586716274538
17,-23.94727731963888,-46.33603157096336
49,-23.948955076986678,-46.33701982273926
4,-23.949482462924344,-46.337083038867426
19,-23.95079034681841,-46.33680093541908
6,-23.95157347933697,-46.33689111225827
10,-23.95260673668013,-46.337480599512666
119,-23.952915154925783,-46.33128453628281
22,-23.953158406510298,-46.337538816254096
8,-23.955216972810124,-46.33733644362057
1,-23.955239280168477,-46.3378042226597
61,-23.95657421137915,-46.33750061999308
15,-23.957784784532986,-46.338102657033005
38,-23.95806453923717,-46.33813567125143
21,-23.958410774089785,-46.33028838923762
22,-23.958863894905797,-46.331806049570915
25,-23.959259898929947,-46.33187698886903
73,-23.960056806515922,-46.33178817216458
104,-23.961140287648817,-46.338506477510705
2,-23.961329905481982,-46.33831419223962
13,-23.96167144861781,-46.33839597433664
4,-23.962210412775,-46.33818078140688
21,-23.963467425739232,-46.38503850526667
3,-23.963501301261786,-46.3849853993614
3,-23.96351125230947,-46.33879526323386
1,-23.96353766131396,-46.33879979228787
5,-23.96360094504547,-46.384811714087334
1,-23.9636527669201,-46.384714649385145
1,-23.963784244024694,-46.33839068795356
14,-23.96379796981623,-46.384469593794
15,-23.963961987020337,-46.38416093194124
12,-23.964114181091578,-46.385794373558554
1,-23.964232658427484,-46.38359778598267
5,-23.964947621268934,-46.382861840603645
16,-23.965008675015262,-46.338980354853895
31,-23.96506201640201,-46.33898864846961
5,-23.96509564509826,-46.38189341472328
8,-23.96529438032417,-46.381529476829115
3,-23.96533603599281,-46.38146350209805
14,-23.965472979351354,-46.38642004034375
85,-23.965528257394116,-46.332469388838184
2,-23.965650363052468,-46.33863015452022
15,-23.96586714558095,-46.381172833481926
67,-23.96591573234791,-46.332499386251655
20,-23.96601737000001,-46.33867586938048
4,-23.966068131753488,-46.38667965276436
12,-23.96611707837294,-46.38669775583499
3,-23.966225189357253,-46.386746545351166
8,-23.966227336070983,-46.38050774147972
8,-23.966312343242077,-46.38037358396737
17,-23.966373457859177,-46.379551395228994
6,-23.966393931248827,-46.386806588245605
3,-23.96639663731073,-46.380223625802984
6,-23.96642605038546,-46.380162116390906
18,-23.966451702640477,-46.38682557919935
24,-23.966517786891842,-46.38686173699347
21,-23.96652430625675,-46.38106992237728
12,-23.966658338479572,-46.40102505547709
13,-23.96688285948393,-46.38700981640366
8,-23.96695754524356,-46.37839443580373
2,-23.96699876586331,-46.378331406563966
14,-23.967061934833264,-46.37823700040086
5,-23.96732050355923,-46.3777087090872
6,-23.967365896147058,-46.40202311161043
13,-23.967368117088878,-46.38157928224355
5,-23.96740223568522,-46.37834817784402
11,-23.96752527614442,-46.37813718863879
22,-23.96755613920826,-46.37808121845002
22,-23.967618321453713,-46.384653138023275
5,-23.96762181694259,-46.347450361845674
19,-23.96766724511656,-46.346352606590834
3,-23.967678533081383,-46.40019795683112
12,-23.967720290972036,-46.402531996165976
60,-23.967726841475923,-46.338870566570414
8,-23.967739662709903,-46.384986810232746
2,-23.967746282608765,-46.34907107304393
1,-23.967834508014896,-46.34408969741636
5,-23.96783976059767,-46.381877484044836
1,-23.967840865936314,-46.38746067639022
8,-23.967844986201584,-46.376687853852054
13,-23.967862174520462,-46.34349321936427
1,-23.96786567312906,-46.34975427984607
2,-23.967869316997678,-46.40264500901053
9,-23.96789692179973,-46.342490008216274
3,-23.967930117239177,-46.34189338175241
7,-23.967952727787363,-46.34166361513266
1,-23.967956810784457,-46.34740350996477
10,-23.96796056757305,-46.34719724742163
25,-23.967967783280187,-46.34772726880877
16,-23.967972657527795,-46.347133592760855
12,-23.967994002885565,-46.38197365333535
10,-23.96801582899652,-46.38753563026502
4,-23.968036955284976,-46.34075359665938
23,-23.968042642767077,-46.35106745676326
10,-23.96806954625699,-46.351292060577705
24,-23.968105466281493,-46.348728571063006
1,-23.96810768675835,-46.38204393664363
13,-23.968110747381097,-46.340216675271876
19,-23.96812856029492,-46.34009553163811
16,-23.968146878133574,-46.344849521990525
18,-23.968147428133356,-46.376884610757635
6,-23.968152969903358,-46.34443807249265
2,-23.96820002471527,-46.3432954019824
5,-23.96820219188138,-46.34928830307619
1,-23.96820241419934,-46.35734673948156
1,-23.96820632847255,-46.37602282519585
10,-23.968212140214458,-46.40217943680375
15,-23.968220651207087,-46.35718114643362
1,-23.968231345759534,-46.35767980724546
1,-23.968237425857886,-46.34950759933928
90,-23.968244332126552,-46.33318328732943
2,-23.96825910203647,-46.349640008000165
6,-23.968265447394618,-46.385045620648924
3,-23.968282012640678,-46.34975551908662
3,-23.96829468310051,-46.35308027283905
12,-23.968298219593823,-46.40200985715277
12,-23.968306360564547,-46.34101370152384
12,-23.96831057613413,-46.38217578957726
4,-23.968327972831496,-46.3592804444641
7,-23.968328306499128,-46.340819253988315
5,-23.968332033827377,-46.38218907250998
2,-23.968334726632406,-46.353424220607835
4,-23.968354882566082,-46.35359759892904
1,-23.96837152657011,-46.33811725559053
4,-23.968414130329847,-46.37566094109727
3,-23.968446742304657,-46.36002055313004
6,-23.968459630532635,-46.33762908741436
1,-23.96848356519797,-46.35133452250827
2,-23.968493096068556,-46.375535819913765
23,-23.96849494464089,-46.356169209914206
6,-23.96849989860431,-46.35160512700182
35,-23.96854922312305,-46.35242079093899
6,-23.96856038491308,-46.35556105648095
4,-23.968593367489373,-46.36070710505387
8,-23.968594483924445,-46.3884134615105
1,-23.96859877350538,-46.37534648633858
12,-23.968607996036543,-46.388479072101305
15,-23.96860922370516,-46.357148579894265
8,-23.9686114631401,-46.357381883205676
1,-23.968616495822747,-46.35305333292199
10,-23.968617799226017,-46.3575813148949
4,-23.968619461677097,-46.352910199906745
4,-23.96862249083324,-46.37531071244052
7,-23.968674145329743,-46.35349426074196
12,-23.968674216014556,-46.36110873172403
4,-23.968675288414133,-46.36098861434833
10,-23.968691518173408,-46.353678497185854
13,-23.968722323332315,-46.35867069445647
4,-23.968733902634572,-46.33619320647732
7,-23.96873719845036,-46.38246015926722
12,-23.968747449482784,-46.38287641621076
21,-23.968783225730228,-46.37500255326512
14,-23.96880931095427,-46.335789728606755
16,-23.968813205737078,-46.38537218805106
4,-23.96882904814951,-46.35921133504071
7,-23.968842767332234,-46.38540769101006
16,-23.968855525820576,-46.355202340170436
4,-23.968871299279336,-46.35996874457727
9,-23.968874987054953,-46.361827435255115
6,-23.968895488362932,-46.37550468412816
2,-23.96892331164585,-46.36202368032073
1,-23.968936490849117,-46.389482685482946
11,-23.96893697293871,-46.390450871552225
12,-23.96893755434041,-46.38923528757144
3,-23.968938708590812,-46.39051164582594
17,-23.96894729950536,-46.39091863100609
7,-23.968949815269553,-46.39109088782679
16,-23.96895033421417,-46.38546572370085
1,-23.969007756996692,-46.33631514415546
5,-23.96901444407144,-46.362573568578796
8,-23.969027630888256,-46.36080937530069
19,-23.969073999825948,-46.33598622070543
12,-23.969090979152952,-46.335936906620326
10,-23.96915155563969,-46.36137646973977
7,-23.969220954575313,-46.363370985458424
37,-23.96929591159206,-46.3748113271386
5,-23.96931481172467,-46.40054019370271
13,-23.96932968684071,-46.37477136492164
12,-23.969380995172,-46.364029939135136
7,-23.969487745670712,-46.38580928902603
18,-23.969511671148222,-46.40111785843371
1,-23.96954927928163,-46.363198428398775
3,-23.96955344426785,-46.38708575926987
19,-23.969560237659692,-46.36691482021381
1,-23.969564473529736,-46.36460410927664
73,-23.969620971568137,-46.33395942157189
30,-23.969648034713558,-46.37344050592806
36,-23.96974751288279,-46.365156350353196
9,-23.969756533303162,-46.363995023487355
5,-23.969785028235393,-46.387318442848084
2,-23.969798836826264,-46.390226071323795
7,-23.969845338291293,-46.39029306015709
6,-23.969882113703044,-46.3904600113747
18,-23.969889051738654,-46.36436675326142
7,-23.969908161153434,-46.39054831164942
2,-23.969923253141374,-46.391799383966905
7,-23.969958042987088,-46.3861308306051
1,-23.969977869728332,-46.36757117496283
1,-23.969984552544553,-46.33236021577258
3,-23.97002743701124,-46.39109174350503
3,-23.9700909275227,-46.37333662021322
4,-23.970121721869347,-46.389416660420395
3,-23.970159882752313,-46.3732113097991
10,-23.970184920857196,-46.367027811282924
3,-23.970222897639417,-46.368324984436356
2,-23.970228275867264,-46.37312070559382
3,-23.970260096107197,-46.3879246106392
9,-23.97029961131386,-46.37227166724149
1,-23.97030229271688,-46.36739729021948
2,-23.970317744007435,-46.3996078612187
2,-23.970319876056575,-46.37293467735487
9,-23.9703355647408,-46.372176020475905
9,-23.97033722696117,-46.36743688057679
6,-23.970375620944615,-46.38872951676166
3,-23.970389964446824,-46.39947385463428
7,-23.970458773133274,-46.36776148027481
5,-23.970515746073765,-46.391389908651206
13,-23.97061185066702,-46.37164056928208
10,-23.970621352587255,-46.36823132706523
13,-23.970845775965014,-46.37190097896311
7,-23.970901875409808,-46.37111359149276
8,-23.97092750602207,-46.37107789920607
20,-23.970942511716213,-46.39138506253091
1,-23.971084773177818,-46.3707420750397
10,-23.971092694253127,-46.368644179098716
12,-23.971271767813,-46.39912528760942
9,-23.971297818677694,-46.370352591433274
12,-23.971314860638717,-46.39178357897907
33,-23.971331103068778,-46.36874423201536
29,-23.97133531545201,-46.37028381879999
14,-23.971373534464014,-46.37093390049657
2,-23.97141405728634,-46.391882602909256
3,-23.97144659447646,-46.392451389285306
6,-23.97147092342554,-46.392515454572305
2,-23.97147573066752,-46.39259744360424
2,-23.97148060567182,-46.398498643107516
13,-23.971525595458154,-46.393377885605574
2,-23.971546965944995,-46.39372124854491
2,-23.971570898164558,-46.37053159846596
5,-23.97158594872629,-46.398402602259395
5,-23.97163468677554,-46.39494539160391
5,-23.9716469897161,-46.370409309298736
3,-23.971648073390597,-46.39518872430792
4,-23.971666321892542,-46.39555023286262
18,-23.971716953203675,-46.37028036870597
19,-23.971755102406707,-46.3964871258603
5,-23.971771818103,-46.39232281134098
5,-23.971810032779864,-46.39292286526581
3,-23.97181524791565,-46.397347442947634
19,-23.971871131998668,-46.37004491456524
2,-23.971897938588576,-46.394200626893564
1,-23.971908104412268,-46.39451185438415
2,-23.971918847715223,-46.394724447358556
10,-23.972001265947085,-46.3958926027964
4,-23.972093091987997,-46.396753159801015
3,-23.972120557788372,-46.39717320148216
1,-23.972162177370116,-46.39793406254867
5,-23.972182535704082,-46.398084386182866
19,-23.97225208547305,-46.39895737468542
6,-23.97225560627028,-46.398905327081565
27,-23.972370585463523,-46.40067039107916
4,-23.97379738399699,-46.40169152131797
40,-23.974656200047292,-46.40199576723729
48,-23.977515549366338,-46.40127902021102
40,-23.9854931594392,-46.40087748650689
6,-23.98852368484704,-46.4002835297578
7,-23.988989666112545,-46.400800368255915
3,-23.989701444263503,-46.40123887290885
10,-23.991139609883618,-46.40235710940961
5,-23.991157281806252,-46.40290190466483
17,-23.991295147993988,-46.40305941361892
10,-23.99157041253664,-46.40290171285079
4,-23.99199755972446,-46.40340070322237
1,-23.995153151070625,-46.40782331075483
50,-23.995309939125434,-46.407550112431714
34,-23.996029601433165,-46.408938010114625
353,-23.99606073744142,-46.408964285664695
1678,-23.99634619050117,-46.408830682247945
