-23.95944, -46.33818, 14
-23.96322, -46.33231, 12
-23.96983, -46.37332, 12
-23.96923, -46.3748, 12
-23.949068, -46.336944, 29
-23.96813, -46.34104, 12
-23.99136, -46.40301, 17
-23.96811, -46.35101, 17
-23.94526, -46.33535, 14
-23.9698, -46.36438, 13
-23.96759, -46.40247, 12
-23.96889, -46.33606, 18
-23.97128, -46.39883, 12
-23.97485, -46.40184, 26
-23.96704, -46.38692, 13
-23.98698, -46.40059, 14
-23.9687, -46.35602, 12
-23.96101, -46.33205, 12
-23.95687, -46.33786, 14
-23.96795, -46.34881, 17
-23.96203, -46.3322, 12
-23.99594, -46.40896, 17
-23.98048, -46.40128, 24
-23.96837, -46.339, 14
-23.93602, -46.33285, 15
-23.96782, -46.34693, 13
-23.96702, -46.33267, 12
-23.96098, -46.33837, 26
-23.96722, -46.37832, 14
-23.97137, -46.36899, 12
-23.96788, -46.34804, 15
-23.96933, -46.33419, 14
-23.99538, -46.40772, 14
-23.94432, -46.32763, 12
-23.96655, -46.38675, 13
-23.94468, -46.33003, 13
-23.96834, -46.35243, 13
-23.93486, -46.33476, 15
-23.96939, -46.40094, 18
-23.96073, -46.33832, 14
-23.97189, -46.39659, 12
-23.96835, -46.40206, 12
