id,version,alertaAutorizacao,alertaForaDeRota,alertaInspecao,alertaPanico,alertaSemPontosCarregados,alertaTempoParado,alertaVelocidade,audioMudo,bateriaConectada,codigoLinha,codigoLinhaPlan,codigoRetorno,codigoTeclaTd,dentroRota,difGeracaoProc,difPontos,direcao,distanciaPonto,emPonto,entradaPonto,evAbriuViagem,evChegada,evFechouViagem,evPartida,evPassagemPonto,gprsOnline,gpsValido,hodometro,idPontoAprox,idRota,ignicaoLigada,latitude,linhaValidador,longitude,numSequenciaModulo,placaVeiculo,pontoAnterior,pontoGaragem,prefixoVeiculo,qtdPassageirosValidador,qtdSatelitesGPS,saidaPonto,sensorPortaEntradaAberta,sensorPortaSaidaAberta,sentido,sentidoValidador,seqPonto,seqPontoAprox,seqUltimoPonto,seqViagem,serialModulo,serialValidador,sinalGSM,statusVeiculo,tdConectado,temperatura,tensao,timestampModulo,timestampProc,timestampValidador,validadorConectado,velocidade,velocidadeMedia,viagemAberta
6562506664312832,1,false,true,false,false,false,false,false,,true,904,,0,0,false,99,,0,,false,false,false,false,false,false,false,true,true,0,,6122014683955200,true,-24.1737,904,-46.48015,2125,CUE2746,,false,7277,0,8,false,false,false,anti-hor?rio,,,,,2,18399,18399,0,FORA_DE_ROTA,true,0.0,0.0,2016-10-01 23:58:54 +00:00,2016-10-02 00:00:33 +00:00,2016-10-01 23:58:54 +00:00,true,0,,true
6288813631471616,1,false,true,false,false,false,false,false,,true,904,,0,0,false,98,,0,,false,false,false,false,false,false,false,true,true,0,,6122014683955200,true,-24.1735,904,-46.48014,2126,CUE2746,,false,7277,0,7,false,false,false,anti-hor?rio,,,,,2,18399,18399,0,FORA_DE_ROTA,true,0.0,0.0,2016-10-01 23:59:30 +00:00,2016-10-02 00:01:08 +00:00,2016-10-01 23:59:30 +00:00,true,0,,true
4663888386719744,1,false,true,false,false,false,false,false,,true,904,,0,0,false,98,,0,,false,false,false,false,false,false,false,true,true,0,,6122014683955200,true,-24.1738,904,-46.48009,2127,CUE2746,,false,7277,0,8,false,false,false,anti-hor?rio,,,,,2,18399,18399,0,FORA_DE_ROTA,true,0.0,0.0,2016-10-02 00:00:05 +00:00,2016-10-02 00:01:43 +00:00,2016-10-02 00:00:05 +00:00,true,0,,true
5323976608841728,1,false,true,false,false,false,false,false,,true,904,,0,0,false,98,,0,,false,false,false,false,false,false,false,true,true,0,,6122014683955200,true,-24.1736,904,-46.48012,2128,CUE2746,,false,7277,0,8,false,false,false,anti-hor?rio,,,,,2,18399,18399,0,FORA_DE_ROTA,true,0.0,0.0,2016-10-02 00:00:40 +00:00,2016-10-02 00:02:18 +00:00,2016-10-02 00:00:40 +00:00,true,0,,true
6131546693042176,1,false,true,false,false,false,false,false,,true,904,,0,0,false,99,,0,,false,false,false,false,false,false,false,true,true,0,,6122014683955200,true,-24.1736,904,-46.48013,2129,CUE2746,,false,7277,0,7,false,false,false,anti-hor?rio,,,,,2,18399,18399,0,FORA_DE_ROTA,true,0.0,0.0,2016-10-02 00:01:14 +00:00,2016-10-02 00:02:53 +00:00,2016-10-02 00:01:14 +00:00,true,2,,true
6058852324737024,1,false,true,false,false,false,false,false,,true,904,,0,0,false,99,,0,,false,false,false,false,false,false,false,true,true,0,,6122014683955200,true,-24.1734,904,-46.48017,2130,CUE2746,,false,7277,0,7,false,false,false,anti-hor?rio,,,,,2,18399,18399,0,FORA_DE_ROTA,true,0.0,0.0,2016-10-02 00:01:49 +00:00,2016-10-02 00:03:28 +00:00,2016-10-02 00:01:49 +00:00,true,0,,true
6747581167173632,1,false,true,false,false,false,false,false,,true,904,,0,0,false,99,,0,,false,false,false,false,false,false,false,true,true,0,,6122014683955200,true,-24.1733,904,-46.48016,2131,CUE2746,,false,7277,0,7,false,false,false,anti-hor?rio,,,,,2,18399,18399,0,FORA_DE_ROTA,true,0.0,0.0,2016-10-02 00:02:25 +00:00,2016-10-02 00:04:04 +00:00,2016-10-02 00:02:25 +00:00,true,0,,true
6682709108719616,1,false,true,false,false,false,false,false,,true,904,,0,0,false,99,,0,,false,false,false,false,false,false,false,true,true,0,,6122014683955200,true,-24.1729,904,-46.48022,2132,CUE2746,,false,7277,0,9,false,false,false,anti-hor?rio,,,,,2,18399,18399,0,FORA_DE_ROTA,true,0.0,0.0,2016-10-02 00:03:00 +00:00,2016-10-02 00:04:39 +00:00,2016-10-02 00:03:00 +00:00,true,1,,true
4734013257285632,1,false,true,false,false,false,false,false,,true,904,,0,0,false,100,,0,,false,false,false,false,false,false,false,true,true,0,,6122014683955200,true,-24.1735,904,-46.48017,2133,CUE2746,,false,7277,0,7,false,false,false,anti-hor?rio,,,,,2,18399,18399,0,FORA_DE_ROTA,true,0.0,0.0,2016-10-02 00:03:35 +00:00,2016-10-02 00:05:15 +00:00,2016-10-02 00:03:35 +00:00,true,0,,true
6251717529174016,1,false,true,false,false,false,false,false,,true,904,,0,0,false,105,,0,,false,false,false,false,false,false,false,true,true,0,,6122014683955200,true,-24.1734,904,-46.4802,2134,CUE2746,,false,7277,0,7,false,false,false,anti-hor?rio,,,,,2,18399,18399,0,FORA_DE_ROTA,true,0.0,0.0,2016-10-02 00:04:12 +00:00,2016-10-02 00:05:57 +00:00,2016-10-02 00:04:12 +00:00,true,0,,true
