id,version,alertaAutorizacao,alertaForaDeRota,alertaInspecao,alertaPanico,alertaSemPontosCarregados,alertaTempoParado,alertaVelocidade,audioMudo,bateriaConectada,codigoLinha,codigoLinhaPlan,codigoRetorno,codigoTeclaTd,dentroRota,difGeracaoProc,difPontos,direcao,distanciaPonto,emPonto,entradaPonto,evAbriuViagem,evChegada,evFechouViagem,evPartida,evPassagemPonto,gprsOnline,gpsValido,hodometro,idPontoAprox,idRota,ignicaoLigada,latitude,linhaValidador,longitude,numSequenciaModulo,placaVeiculo,pontoAnterior,pontoGaragem,prefixoVeiculo,qtdPassageirosValidador,qtdSatelitesGPS,saidaPonto,sensorPortaEntradaAberta,sensorPortaSaidaAberta,sentido,sentidoValidador,seqPonto,seqPontoAprox,seqUltimoPonto,seqViagem,serialModulo,serialValidador,sinalGSM,statusVeiculo,tdConectado,temperatura,tensao,timestampModulo,timestampProc,timestampValidador,validadorConectado,velocidade,velocidadeMedia,viagemAberta
5514757445517312,1,false,false,false,false,false,false,false,,true,904,,0,0,true,78,,0,102.19,false,false,false,false,false,false,false,true,true,0,4564548731273216,6561678188347392,true,-23.96928,904,-46.33313,1777,FNY0642,false,false,8642,0,7,false,false,false,hor?rio,,,17,,0,21207,21207,0,EM_LINHA,true,0.0,0.0,2016-10-01 23:58:54 +00:00,2016-10-02 00:00:12 +00:00,2016-10-01 23:58:54 +00:00,true,0,,false
4841378111553536,1,false,false,false,false,false,false,false,,true,904,,0,0,true,79,,0,103.72,false,false,false,false,false,false,false,true,true,0,4564548731273216,6561678188347392,true,-23.96929,904,-46.33303,1778,FNY0642,false,false,8642,0,7,false,false,false,hor?rio,,,17,,0,21207,21207,0,EM_LINHA,true,0.0,0.0,2016-10-01 23:59:28 +00:00,2016-10-02 00:00:47 +00:00,2016-10-01 23:59:28 +00:00,true,0,,false
6088453407113216,1,false,false,false,false,false,false,false,,true,904,,0,0,true,79,,0,185.36,false,false,false,false,false,false,false,true,true,0,4564548731273216,6561678188347392,true,-23.96924,904,-46.33453,1779,FNY0642,false,false,8642,0,7,false,false,false,hor?rio,,,17,,0,21207,21207,0,EM_LINHA,true,0.0,0.0,2016-10-02 00:00:03 +00:00,2016-10-02 00:01:22 +00:00,2016-10-02 00:00:03 +00:00,true,32,,false
5214427394605056,1,false,false,false,false,false,false,false,,true,904,,0,0,true,78,,0,304.4,false,false,false,false,false,false,false,true,true,0,4564548731273216,6561678188347392,true,-23.96893,904,-46.33579,1780,FNY0642,false,false,8642,0,7,false,false,false,hor?rio,,,17,,0,21207,21207,0,EM_LINHA,true,0.0,0.0,2016-10-02 00:00:38 +00:00,2016-10-02 00:01:56 +00:00,2016-10-02 00:00:38 +00:00,true,11,,false
5653296984358912,1,false,false,false,false,false,false,false,,true,904,,0,0,true,77,,0,356.77,false,false,false,false,false,false,false,true,true,0,4564548731273216,6561678188347392,true,-23.9688,904,-46.33629,1781,FNY0642,false,false,8642,0,7,false,false,false,hor?rio,,,17,,0,21207,21207,0,EM_LINHA,true,0.0,0.0,2016-10-02 00:01:13 +00:00,2016-10-02 00:02:30 +00:00,2016-10-02 00:01:13 +00:00,true,8,,false
5606596731207680,1,false,false,false,false,false,false,false,,true,904,,0,0,true,78,,0,416.78,false,false,false,false,false,false,false,true,true,0,5943346697601024,6561678188347392,true,-23.96846,904,-46.33795,1782,FNY0642,true,false,8642,0,6,false,false,false,hor?rio,,,18,,0,21207,21207,0,EM_LINHA,true,0.0,0.0,2016-10-02 00:01:46 +00:00,2016-10-02 00:03:04 +00:00,2016-10-02 00:01:46 +00:00,true,0,,false
4532328236843008,1,false,false,false,false,false,false,false,,true,904,,0,0,true,78,,0,342.89,false,false,false,false,false,false,false,true,true,0,5943346697601024,6561678188347392,true,-23.96839,904,-46.33861,1783,FNY0642,true,false,8642,0,7,false,false,false,hor?rio,,,18,,0,21207,21207,0,EM_LINHA,true,0.0,0.0,2016-10-02 00:02:21 +00:00,2016-10-02 00:03:39 +00:00,2016-10-02 00:02:21 +00:00,true,8,,false
6283197525524480,1,false,false,false,false,false,false,false,,true,904,,0,0,true,78,,0,316.29,false,false,false,false,false,false,false,true,true,0,5943346697601024,6561678188347392,true,-23.96828,904,-46.33884,1784,FNY0642,true,false,8642,0,7,false,false,false,hor?rio,,,18,,0,21207,21207,0,EM_LINHA,true,0.0,0.0,2016-10-02 00:02:55 +00:00,2016-10-02 00:04:13 +00:00,2016-10-02 00:02:55 +00:00,true,11,,false
4593519642542080,1,false,false,false,false,false,false,false,,true,904,,0,0,true,77,,0,175.09,false,false,false,false,false,false,false,true,true,0,5943346697601024,6561678188347392,true,-23.96824,904,-46.34011,1785,FNY0642,true,false,8642,0,7,false,false,false,hor?rio,,,18,,0,21207,21207,0,EM_LINHA,true,0.0,0.0,2016-10-02 00:03:30 +00:00,2016-10-02 00:04:47 +00:00,2016-10-02 00:03:30 +00:00,true,0,,false
4982972311666688,1,false,false,false,false,false,false,false,,true,904,,0,0,true,78,,0,154.16,false,false,false,false,false,false,false,true,true,0,5943346697601024,6561678188347392,true,-23.96831,904,-46.34031,1786,FNY0642,true,false,8642,0,8,false,false,false,hor?rio,,,18,,0,21207,21207,0,EM_LINHA,true,0.0,0.0,2016-10-02 00:04:04 +00:00,2016-10-02 00:05:22 +00:00,2016-10-02 00:04:04 +00:00,true,16,,false
