-23.96981  ,  -46.39051
-23.99883  ,  -46.41445
-23.96875  ,  -46.33291
-23.9647  ,  -46.33251
-24.1803  ,  -46.47864
-23.96901  ,  -46.37512
-24.1813  ,  -46.47869
-23.96728  ,  -46.33919
-23.97045  ,  -46.37213
-23.9716  ,  -46.3701
-24.1821  ,  -46.47863
-24.1822  ,  -46.4788
-23.96886  ,  -46.33602
-23.94543  ,  -46.3301
-23.99508  ,  -46.40726
-24.1811  ,  -46.47869
-23.96012  ,  -46.33194
-23.96616  ,  -46.38006
-23.9683  ,  -46.35331
-23.97084  ,  -46.37174
-23.9657  ,  -46.38099
-24.1819  ,  -46.47883
-23.9689  ,  -46.37513
-24.1826  ,  -46.4788
-23.94425  ,  -46.33001
-23.93786  ,  -46.32465
-23.99866  ,  -46.41448
-23.96074  ,  -46.33201
-23.93602  ,  -46.33285
-23.96828  ,  -46.34957
-24.182  ,  -46.47852
-23.96926  ,  -46.38579
-23.96843  ,  -46.38759
-23.96903  ,  -46.33519
-23.9688  ,  -46.35629
-23.96866  ,  -46.38542
-23.99873  ,  -46.41468
-23.99404  ,  -46.40628
-23.97112  ,  -46.3711
-24.1809  ,  -46.47876
-23.96819  ,  -46.38405
-23.95334  ,  -46.33103
-23.97128  ,  -46.36904
-23.94444  ,  -46.32668
-23.96624  ,  -46.38656
-23.96889  ,  -46.33606
-23.93693  ,  -46.32457
-23.9685  ,  -46.35995
-23.94233  ,  -46.32508
-24.526  ,  -46.44105
-23.96914  ,  -46.37484
-23.99866  ,  -46.4144
-24.1814  ,  -46.47874
-23.96905  ,  -46.39097
-23.95877  ,  -46.33797
-24.1819  ,  -46.47884
-24.1821  ,  -46.47873
-23.96852  ,  -46.33298
-23.96863  ,  -46.35362
-23.93416  ,  -46.33524
0.0  ,  0.0
-24.1819  ,  -46.47875
-23.9687  ,  -46.35602
-23.9987  ,  -46.41449
-23.95742  ,  -46.33151
-23.96985  ,  -46.36666
-24.1812  ,  -46.47871
-23.95258  ,  -46.33095
-23.9959  ,  -46.40887
-23.97174  ,  -46.39333
-23.93694  ,  -46.32459
-23.97976  ,  -46.4012
-24.1813  ,  -46.47876
-24.1807  ,  -46.47874
-24.1823  ,  -46.47853
-23.95824  ,  -46.33804
-23.9678  ,  -46.34583
-23.96809  ,  -46.40058
-24.1817  ,  -46.47876
-24.1815  ,  -46.47874
-23.95959  ,  -46.33183
-23.96203  ,  -46.3322
-23.99898  ,  -46.41509
-23.95946  ,  -46.33186
-23.96916  ,  -46.33306
-23.96488  ,  -46.33251
-23.97172  ,  -46.3928
-23.9639  ,  -46.38447
-23.96862  ,  -46.38528
-23.96719  ,  -46.40197
-23.94726  ,  -46.33661
-23.97219  ,  -46.39898
-23.96878  ,  -46.36014
-24.1813  ,  -46.47881
-23.94156  ,  -46.33475
-23.96151  ,  -46.33843
-23.94457  ,  -46.32533
-23.94443  ,  -46.32705
-23.95191  ,  -46.33726
-23.97164  ,  -46.39323
-23.94526  ,  -46.33535
-23.93427  ,  -46.33529
-23.94442  ,  -46.32693
-23.96992  ,  -46.36719
-24.1815  ,  -46.47877
-23.93424  ,  -46.33526
-23.97421  ,  -46.40174
-23.96798  ,  -46.34365
-24.1817  ,  -46.47872
-23.9986  ,  -46.4145
-23.9684  ,  -46.35459
-23.95696  ,  -46.33792
-23.97221  ,  -46.39932
-23.95924  ,  -46.33811
-23.96073  ,  -46.33832
-23.96881  ,  -46.35999
-23.96007  ,  -46.33826
-24.1812  ,  -46.47881
-23.96795  ,  -46.34867
-23.96728  ,  -46.33252
-23.94711  ,  -46.33637
-23.95811  ,  -46.33165
-24.1813  ,  -46.4788
