"lat"; "lon"; "weight"
 -23.97215;  -46.39898; 100000
 -23.97028;  -46.38858; 30000
 -23.96836;  -46.35243; 80000
 -23.96403;  -46.38421; 50000
 -23.9689;  -46.38892; 70000
 -23.96747;  -46.37796; 40000
 -23.96861;  -46.33299; 60000
 -23.93471;  -46.33494; 50000
 -23.96906;  -46.39081; 100000
 -23.97131;  -46.37048; 80000
 -23.96989;  -46.38626; 30000
 -23.95924;  -46.33811; 30000
 -23.96677;  -46.33277; 10000
 -23.96203;  -46.3322; 120000
 -23.97125;  -46.39165; 20000
 -24.1815;  -46.47877; 80000
 -23.95057;  -46.3371; 50000
 -23.99716;  -46.41022; 210000
 -23.94422;  -46.32897; 10000
 -23.99476;  -46.40726; 80000
 -23.99905;  -46.41423; 20000
 -23.9677;  -46.3472; 100000
 -23.99594;  -46.40896; 170000
 -23.93398;  -46.3314; 10000
 -23.94425;  -46.32863; 10000
 -24.1817;  -46.47871; 50000
 -23.97169;  -46.39513; 30000
 -23.94726;  -46.33661; 60000
 -23.96869;  -46.33291; 60000
